"","x"
"177","The Three Musketeers       (2011)+58.0+Adventure, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$132,274,484.00+1h 50m"
"178","47 Ronin       (2013)+61.0+Drama, Action, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$175,000,000.00Revenue$150,962,475.00+1h 59m"
"179","A Cinderella Story: Christmas Wish       (2019)+65.0+Comedy, Music, Romance, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"180","Yes, God, Yes       (2020)+64.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 18m"
"181","Peter Rabbit       (2018)+67.0+Animation, Adventure, Family+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$351,266,433.00+1h 33m"
"182","Christine       (1983)+68.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$9,700,000.00Revenue$21,200,000.00+1h 50m"
"183","The Nightingale       (2018)+71.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$855,756.00+2h 16m"
"184","Gremlins       (1984)+71.0+Fantasy, Horror, Comedy+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$153,083,102.00+1h 46m"
"185","Warm Bodies       (2013)+64.0+Horror, Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$116,980,662.00+1h 37m"
"186","The Clovehitch Killer       (2018)+64.0+Drama, Mystery, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 49m"
"187","Halloween 5: The Revenge of Michael Myers       (1989)+54.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$11,642,254.00+1h 36m"
"188","UglyDolls       (2019)+67.0+Family, Animation, Music+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$32,450,241.00+1h 27m"
"189","Evangelion: 3.0 You Can (Not) Redo       (2012)+74.0+Animation, Science Fiction, Action, Drama+OriginalTitleヱヴァンゲリヲン新劇場版:QStatusReleasedOriginalLanguageJapaneseBudget-Revenue$60,487,945.00+1h 36m"
"190","American Gangster       (2007)+76.0+Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$266,465,037.00+2h 37m"
"191","Lamb       (2021)+65.0+Drama, Fantasy, Horror+OriginalTitleDýriðStatusReleasedOriginalLanguageIcelandicBudget-Revenue-+1h 46m"
"192","Some Like It Hot       (1959)+81.0+Comedy, Music, Romance, Crime+StatusReleasedOriginalLanguageEnglishBudget$2,883,848.00Revenue$25,000,000.00+2h 2m"
"193","Fast & Furious       (2009)+67.0+Action, Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$85,000,000.00Revenue$363,164,265.00+1h 47m"
"194","Wonder Park       (2019)+65.0+Comedy, Animation, Adventure, Family, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$119,559,110.00+1h 26m"
"195","Marriage Story       (2019)+78.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$2,300,000.00+2h 17m"
"196","Lara Croft: Tomb Raider       (2001)+59.0+Adventure, Fantasy, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$115,000,000.00Revenue$274,703,340.00+1h 40m"
"197","Rosemary's Baby       (1968)+78.0+Drama, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$3,200,000.00Revenue$33,395,426.00+2h 18m"
"198","Apocalypse Now       (1979)+83.0+Drama, War+StatusReleasedOriginalLanguageEnglishBudget$31,500,000.00Revenue$150,000,000.00+2h 27m"
"199","Girl, Interrupted       (1999)+76.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$48,350,205.00+2h 7m"
"200","You Again       (2010)+63.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$32,054,369.00+1h 45m"
