"","x"
"488","The Three Stooges       (2012)+57.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$54,819,301.00+1h 32m"
"489","Ford v Ferrari       (2019)+80.0+Drama, Action, History+StatusReleasedOriginalLanguageEnglishBudget$97,600,000.00Revenue$225,508,210.00+2h 33m"
"490","Shadow in the Cloud       (2020)+58.0+Horror, Action, War+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,025,190.00+1h 23m"
"491","The Hunger Games: Catching Fire       (2013)+74.0+Adventure, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$847,423,452.00+2h 26m"
"492","Sicario       (2015)+74.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$84,872,444.00+2h 2m"
"493","Beetlejuice       (1988)+74.0+Fantasy, Comedy+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$73,707,461.00+1h 32m"
"494","The Expendables 2       (2012)+63.0+Action, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$100,000,000.00Revenue$314,975,955.00+1h 43m"
"495","Rocky IV       (1985)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$31,000,000.00Revenue$300,473,716.00+1h 31m"
"496","101 Dalmatians II: Patch's London Adventure       (2002)+60.0+Family, Adventure, Comedy, Animation+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 14m"
"497","Breach       (2020)+43.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue$39,328.00+1h 32m"
"498","Jupiter Ascending       (2015)+54.0+Science Fiction, Fantasy, Action+StatusReleasedOriginalLanguageEnglishBudget$176,000,003.00Revenue$183,987,723.00+2h 7m"
"499","28 Days Later       (2002)+72.0+Horror, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$85,720,385.00+1h 53m"
"500","Total Recall       (2012)+60.0+Action, Science Fiction, Adventure, Thriller+StatusReleasedOriginalLanguageEnglishBudget$125,000,000.00Revenue$198,802,074.00+2h 1m"
