"","x"
"179","Jay and Silent Bob Reboot       (2019)+57.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,011,305.00+1h 45m"
"180","He Got Game       (1998)+68.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$21,567,853.00+2h 16m"
"181","Z       (1969)+79.0+Drama, History, Thriller+StatusReleasedOriginalLanguageFrenchBudget-Revenue$83,305.00+2h 7m"
"182","Kidnapping Stella       (2019)+53.0+Thriller+StatusReleasedOriginalLanguageGermanBudget-Revenue-+1h 29m"
"183","Sharknado 4: The 4th Awakens       (2016)+45.0+Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 25m"
"184","Hillbilly Elegy       (2020)+68.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 57m"
"185","The Second Best Exotic Marigold Hotel       (2015)+64.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$85,978,266.00+2h 2m"
"186","Kill the Messenger       (2014)+67.0+Thriller, Crime, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$5,218,973.00+1h 52m"
"187","No Reservations       (2007)+65.0+Comedy, Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$92,601,050.00+1h 44m"
"188","Seaspiracy       (2021)+79.0+Documentary+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 29m"
"189","The Darjeeling Limited       (2007)+72.0+Adventure, Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$16,000,000.00Revenue$24,377,151.00+1h 32m"
"190","Coffee & Kareem       (2020)+55.0+Comedy, Action, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 28m"
"191","Love at Second Sight       (2019)+71.0+Comedy, Drama, Romance, Fantasy+OriginalTitleMonInconnueStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 57m"
"192","King of Thieves       (2018)+54.0+Crime, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 48m"
"193","The Legacy of the Bones       (2019)+66.0+Thriller, Crime+OriginalTitleLegadoenloshuesosStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+2h 1m"
"194","Malevolent       (2018)+50.0+Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 29m"
"195","The Domestics       (2018)+62.0+Thriller, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"196","Book Club       (2018)+62.0+Comedy, Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$78,720,293.00+1h 44m"
"197","Sky Captain and the World of Tomorrow       (2004)+58.0+Mystery, Action, Thriller, Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$57,958,696.00+1h 47m"
"198","A Christmas Prince: The Royal Baby       (2019)+64.0+Romance, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 24m"
"199","Bacurau       (2019)+78.0+Mystery, Western, Thriller+StatusReleasedOriginalLanguagePortugueseBudget-Revenue-+2h 11m"
"200","At Eternity's Gate       (2018)+69.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 51m"
"201","The Red Turtle       (2016)+75.0+Animation, Drama, Fantasy, Family+OriginalTitleLatortuerougeStatusReleasedOriginalLanguageFrenchBudget-Revenue$921,974.00+1h 21m"
"202","Waitress       (2007)+68.0+Drama, Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$1,500,000.00Revenue$22,240,529.00+1h 48m"
"203","Howards End       (1992)+70.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue$26,126,837.00+2h 22m"
"204","Bicycle Thieves       (1948)+83.0+Drama+OriginalTitleLadridibicicletteStatusReleasedOriginalLanguageItalianBudget$133,000.00Revenue$436,655.00+1h 29m"
"205","Vox Lux       (2018)+58.0+Drama, Music+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,330,828.00+1h 54m"
"206","Patton       (1970)+75.0+War, Drama, History+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$89,800,000.00+2h 52m"
"207","One Cut of the Dead       (2017)+77.0+Comedy, Horror+OriginalTitleカメラを止めるな！StatusReleasedOriginalLanguageJapaneseBudget$30,000.00Revenue$200,000,000.00+1h 36m"
"208","Maudie       (2016)+78.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$6,170,998.00+1h 55m"
"209","Little White Lies 2       (2019)+67.0+Comedy, Drama+OriginalTitleNousfinironsensembleStatusReleasedOriginalLanguageFrenchBudget-Revenue-+2h 15m"
"210","Don't Look Now       (1973)+70.0+Thriller, Drama, Horror+StatusReleasedOriginalLanguageEnglishBudget$1,500,000.00Revenue-+1h 50m"
"211","Deerskin       (2019)+65.0+Comedy, Horror+OriginalTitleLeDaimStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 17m"
"212","Wild       (2014)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$52,501,541.00+1h 55m"
"213","Taste of Cherry       (1997)+76.0+Drama+OriginalTitleطعمگيلاسStatusReleasedOriginalLanguagePersianBudget-Revenue-+1h 39m"
"214","Thirst       (2009)+71.0+Drama, Horror, Thriller+OriginalTitle박쥐StatusReleasedOriginalLanguageKoreanBudget$5,000,000.00Revenue$13,085,023.00+2h 13m"
"215","Marshland       (2014)+70.0+Thriller+OriginalTitleLaislamínimaStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,000,000.00Revenue$5,169,755.00+1h 45m"
"216","The Sacrifice       (1986)+77.0+Drama+OriginalTitleOffretStatusReleasedOriginalLanguageSwedishBudget-Revenue$316,043.00+2h 29m"
"217","The Paramedic       (2020)+61.0+Thriller+OriginalTitleElpracticanteStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 34m"
"218","The Monster Squad       (1987)+68.0+Comedy, Action, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$3,769,990.00+1h 22m"
"219","The Squid and the Whale       (2005)+70.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$1,500,000.00Revenue$11,098,131.00+1h 21m"
"220","Light of My Life       (2019)+64.0+Science Fiction, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 59m"
"221","8 Women       (2002)+70.0+Comedy, Thriller, Mystery+OriginalTitle8femmesStatusReleasedOriginalLanguageFrenchBudget$8,000,000.00Revenue-+1h 51m"
"222","The Bookshop       (2017)+65.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$5,400,000.00Revenue$12,055,868.00+1h 50m"
"223","Tenebre       (1982)+68.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 41m"
"224","The Lie       (2018)+64.0+Drama, Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 35m"
"225","Goodbye Christopher Robin       (2017)+71.0+Family, History, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$7,299,662.00+1h 47m"
"226","Three Colors: Blue       (1993)+77.0+Drama+OriginalTitleTroiscouleurs:BleuStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 38m"
"227","The Scarlet Letter       (1995)+60.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$10,382,407.00+2h 15m"
"228","A Room with a View       (1985)+70.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$20,966,644.00+1h 57m"
"229","Dogman       (2018)+76.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageItalianBudget-Revenue$5,080,147.00+1h 43m"
"230","18 Presents       (2020)+75.0+Drama, Fantasy+OriginalTitle18regaliStatusReleasedOriginalLanguageItalianBudget$2,500,000.00Revenue$3,486,375.00+1h 54m"
"231","Hard Kill       (2020)+51.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$111,523.00+1h 38m"
"232","Mood Indigo       (2013)+62.0+Drama, Fantasy+OriginalTitleL'écumedesjoursStatusReleasedOriginalLanguageFrenchBudget$16,040,770.00Revenue$10,435,322.00+2h 11m"
"233","An American Tail       (1986)+67.0+Drama, Family, Animation, Adventure, Music+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$84,542,002.00+1h 20m"
"234","The Man Without a Face       (1993)+65.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$24,760,338.00+1h 55m"
"235","The Remains of the Day       (1993)+74.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$11,500,000.00Revenue$23,237,911.00+2h 14m"
"236","Kaamelott: The First Chapter       (2021)+69.0+Adventure, Fantasy, Comedy+OriginalTitleKaamelott-PremiervoletStatusReleasedOriginalLanguageFrenchBudget$17,516,235.00Revenue$19,002,036.00+2h"
"237","Muriel's Wedding       (1994)+70.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$15,119,639.00+1h 46m"
"238","When Mom Is Away       (2019)+65.0+Comedy+OriginalTitle10giornisenzamammaStatusReleasedOriginalLanguageItalianBudget-Revenue$7,478,544.00+1h 35m"
"239","One Night in Miami...       (2020)+71.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 54m"
"240","Love, Guaranteed       (2020)+65.0+Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 31m"
"241","The Man Who Killed Hitler and Then the Bigfoot       (2019)+54.0+Drama, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,822.00+1h 36m"
"242","The Battle of Algiers       (1966)+80.0+Drama, War, History+OriginalTitleLabattagliadiAlgeriStatusReleasedOriginalLanguageItalianBudget$800,000.00Revenue$964,028.00+2h 1m"
"243","Azur & Asmar: The Princes' Quest       (2006)+77.0+Animation, Family+OriginalTitleAzuretAsmarStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 39m"
"244","Martin Eden       (2019)+70.0+Romance, Drama+StatusReleasedOriginalLanguageItalianBudget$3,800,000.00Revenue$1,681,545.00+2h 9m"
"245","Horsemen       (2009)+59.0+Crime, Drama, Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$1,017,401.00+1h 30m"
"246","Earthquake Bird       (2019)+59.0+Drama, Mystery, Romance, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 47m"
"247","High Life       (2018)+58.0+Science Fiction, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$8,933,400.00Revenue$2,133,033.00+1h 53m"
"248","The High Note       (2020)+71.0+Romance, Comedy, Music, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"249","Fever Pitch       (2005)+62.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+1h 43m"
"250","The Young and the Damned       (1950)+81.0+Crime, Drama+OriginalTitleLosolvidadosStatusReleasedOriginalLanguageSpanish;CastilianBudget-Revenue-+1h 25m"
"251","Wonder Wheel       (2017)+64.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$15,366,466.00+1h 41m"
"252","Dolemite Is My Name       (2019)+70.0+Drama, Comedy, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 58m"
"253","American Animals       (2018)+68.0+Drama, Crime, Documentary+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$2,847,319.00+1h 57m"
"254","Won't You Be My Neighbor?       (2018)+81.0+Documentary+StatusReleasedOriginalLanguageEnglishBudget-Revenue$22,835,787.00+1h 35m"
"255","Che: Part One       (2008)+68.0+Drama, History, War+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue-+2h 14m"
"256","Manhattan Night       (2016)+60.0+Drama, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"257","The Last Word       (2017)+66.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,783,421.00+1h 48m"
"258","A Good Year       (2006)+67.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$42,064,105.00+1h 57m"
"259","The Sleepover       (2020)+66.0+Family, Action+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 43m"
"260","Catch and Release       (2006)+59.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$16,159,325.00+1h 51m"
"261","Bye Bye Morons       (2020)+73.0+Comedy, Drama+OriginalTitleAdieulesconsStatusReleasedOriginalLanguageFrenchBudget$9,700,000.00Revenue$16,955,173.00+1h 27m"
"262","Ultras       (2020)+61.0+Drama+StatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 49m"
"263","BPM (Beats per Minute)       (2017)+78.0+Drama+OriginalTitle120battementsparminuteStatusReleasedOriginalLanguageFrenchBudget$6,600,000.00Revenue$7,632,420.00+2h 15m"
"264","The Golden Glove       (2019)+70.0+Drama, Thriller, Crime, Horror+OriginalTitleDerGoldeneHandschuhStatusReleasedOriginalLanguageGermanBudget-Revenue-+1h 50m"
"265","Arachnophobia       (1990)+63.0+Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget$31,000,000.00Revenue$53,208,180.00+1h 43m"
"266","Now Is Good       (2012)+74.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$2,699,265.00+1h 43m"
"267","Duplicity       (2009)+59.0+Romance, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$78,146,652.00+2h 5m"
"268","Victoria & Abdul       (2017)+70.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue$65,421,267.00+1h 52m"
"269","I Vitelloni       (1953)+77.0+Comedy, Drama+OriginalTitleIvitelloniStatusReleasedOriginalLanguageItalianBudget-Revenue-+1h 43m"
"270","OtherLife       (2017)+64.0+Science Fiction, Crime, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"271","Anna and the King       (1999)+67.0+Drama, Romance, History+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$113,996,937.00+2h 28m"
"272","Pusher       (1996)+70.0+Action, Crime, Drama, Thriller+StatusReleasedOriginalLanguageDanishBudget$965,000.00Revenue-+1h 45m"
"273","Eye in the Sky       (2016)+70.0+Drama, Thriller, War+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$18,704,595.00+1h 42m"
"274","Remember       (2015)+73.0+Drama, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,986,615.00+1h 34m"
"275","Force Majeure       (2014)+68.0+Drama+OriginalTitleTuristStatusReleasedOriginalLanguageSwedishBudget-Revenue$4,094,339.00+2h"
"276","And So It Goes       (2014)+61.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$25,312,387.00+1h 34m"
"277","Da 5 Bloods       (2020)+66.0+War, Drama+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue-+2h 36m"
"278","The Freshmen       (2018)+67.0+Comedy, Drama+OriginalTitlePremièreannéeStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 32m"
"279","Fido       (2006)+65.0+Romance, Comedy, Drama, Horror+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue$426,224.00+1h 31m"
"280","Stargirl       (2020)+76.0+Comedy, Drama, Romance, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 47m"
"281","The Laundromat       (2019)+60.0+Drama, Crime, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"282","Westworld       (1973)+67.0+Adventure, Science Fiction, Western+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 25m"
"283","Screamers       (1995)+62.0+Horror, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$5,781,885.00+1h 48m"
"284","Le Brio       (2017)+70.0+Drama, Comedy+StatusReleasedOriginalLanguageFrenchBudget-Revenue$10,968,212.00+1h 35m"
"285","'71       (2014)+68.0+Thriller, Action, Drama, War+StatusReleasedOriginalLanguageEnglishBudget$11,000,000.00Revenue$3,200,000.00+1h 39m"
"286","Locke       (2014)+69.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$2,000,000.00Revenue$4,635,300.00+1h 25m"
"287","Swallow       (2020)+67.0+Drama, Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 36m"
"288","BTS World Tour: Love Yourself in Seoul       (2019)+84.0+Music, Documentary+OriginalTitle러브유어셀프인서울StatusReleasedOriginalLanguageKoreanBudget-Revenue-+1h 53m"
"289","Spy Hard       (1996)+53.0+Comedy, Action+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$27,000,000.00+1h 21m"
"290","Fyre       (2019)+69.0+Documentary, TV Movie+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
"291","Hitchcock       (2012)+65.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$15,700,000.00Revenue$23,570,541.00+1h 38m"
"292","The Railway Man       (2013)+69.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$24,174,885.00+1h 56m"
"293","Do the Right Thing       (1989)+78.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$6,500,000.00Revenue$37,295,445.00+2h"
"294","The Kid       (1921)+82.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$250,000.00Revenue$2,500,000.00+53m"
"295","Free Solo       (2018)+79.0+Documentary, Adventure+StatusReleasedOriginalLanguageEnglishBudget-Revenue$21,790,193.00+1h 40m"
"296","Between Two Ferns: The Movie       (2019)+60.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 22m"
"297","The Vault       (2017)+48.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$5,000,000.00Revenue$5,728.00+1h 31m"
"298","Dumplin'       (2018)+68.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 50m"
"299","Knight of Cups       (2015)+56.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$566,006.00+1h 58m"
"300","Babysitting       (2014)+68.0+Comedy+StatusReleasedOriginalLanguageFrenchBudget$3,400,000.00Revenue$20,258,904.00+1h 25m"
