"","x"
"177","Harold & Kumar Escape from Guantanamo Bay       (2008)+63.0+Comedy, Adventure+StatusReleasedOriginalLanguageEnglishBudget$12,000,000.00Revenue$43,493,123.00+1h 47m"
"178","The Florida Project       (2017)+74.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$2,000,000.00Revenue$11,303,040.00+1h 52m"
"179","El Angel       (2018)+74.0+Drama, Crime+OriginalTitleElÁngelStatusReleasedOriginalLanguageSpanish;CastilianBudget$3,000,000.00Revenue$10,452,324.00+1h 55m"
"180","The Piano Teacher       (2001)+73.0+Drama, Romance+OriginalTitleLaPianisteStatusReleasedOriginalLanguageFrenchBudget$3,000,000.00Revenue$9,801,375.00+2h 11m"
"181","Down Periscope       (1996)+61.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 32m"
"182","Under the Silver Lake       (2018)+64.0+Crime, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$8,500,000.00Revenue$2,053,469.00+2h 19m"
"183","All My Life       (2020)+81.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$2,000,000.00+1h 33m"
"184","Cocktail       (1988)+60.0+Romance, Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$171,504,781.00+1h 44m"
"185","Seven Years in Tibet       (1997)+72.0+Adventure, Drama, History+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$131,457,682.00+2h 16m"
"186","The Color Purple       (1985)+78.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$146,292,000.00+2h 34m"
"187","Richard Jewell       (2019)+75.0+Drama, History, Crime+StatusReleasedOriginalLanguageEnglishBudget$45,000,000.00Revenue$33,904,605.00+2h 11m"
"188","Cold Blood       (2019)+54.0+Thriller, Action+StatusReleasedOriginalLanguageEnglishBudget$2,700,000.00Revenue-+1h 31m"
"189","The Prodigy       (2019)+62.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$21,150,265.00+1h 32m"
"190","The Wretched       (2020)+60.0+Horror, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,758,846.00+1h 35m"
"191","Trauma Center       (2019)+57.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 27m"
"192","Crash       (2005)+72.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$6,500,000.00Revenue$98,410,061.00+1h 52m"
"193","The Invisible Guardian       (2017)+65.0+Thriller+OriginalTitleElguardiáninvisibleStatusReleasedOriginalLanguageSpanish;CastilianBudget$5,000,000.00Revenue-+2h 9m"
"194","Junior       (1994)+51.0+Comedy, Family, Romance+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$108,431,355.00+1h 49m"
"195","Paris, Texas       (1984)+81.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$1,746,964.00Revenue$2,181,987.00+2h 25m"
"196","Just Mercy       (2019)+80.0+Drama, Crime, History+StatusReleasedOriginalLanguageEnglishBudget$25,000,000.00Revenue$50,401,502.00+2h 17m"
"197","The Princess Switch: Switched Again       (2020)+69.0+Family, Romance, Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue-+1h 37m"
"198","Last Vegas       (2013)+64.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$134,402,450.00+1h 45m"
"199","Dark Water       (2005)+56.0+Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$68,357,079.00+1h 45m"
"200","Assault on Precinct 13       (2005)+61.0+Action, Crime, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$35,294,470.00+1h 49m"
"201","The Exception       (2017)+69.0+War, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$708,973.00+1h 47m"
"202","Horse Girl       (2020)+56.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 44m"
"203","The Knight Before Christmas       (2019)+65.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 32m"
"204","Escape from New York       (1981)+71.0+Science Fiction, Action+StatusReleasedOriginalLanguageEnglishBudget$6,000,000.00Revenue$50,244,700.00+1h 39m"
"205","Replicas       (2018)+61.0+Science Fiction, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$8,100,000.00+1h 47m"
"206","3 from Hell       (2019)+58.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$2,295,825.00+1h 55m"
"207","Retribution       (2015)+68.0+Thriller, Drama+OriginalTitleEldesconocidoStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,670,099.00Revenue-+1h 41m"
"208","Shortbus       (2006)+64.0+Romance, Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$2,000,000.00Revenue$5,179,037.00+1h 41m"
"209","The Seventh Seal       (1957)+82.0+Fantasy, Drama+OriginalTitleDetsjundeinsegletStatusReleasedOriginalLanguageSwedishBudget-Revenue-+1h 36m"
"210","Death to 2020       (2020)+66.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 11m"
"211","Phone Booth       (2003)+68.0+Crime, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$13,000,000.00Revenue$97,837,138.00+1h 21m"
"212","Ad Astra       (2019)+61.0+Science Fiction, Drama+StatusReleasedOriginalLanguageEnglishBudget$87,500,000.00Revenue$132,807,427.00+2h 3m"
"213","Saint Maud       (2020)+67.0+Drama, Horror, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,640,866.00+1h 25m"
"214","The Rocky Horror Picture Show       (1975)+75.0+Comedy, Science Fiction, Fantasy, Horror+StatusReleasedOriginalLanguageEnglishBudget$1,200,000.00Revenue$112,892,319.00+1h 40m"
"215","My Cousin Rachel       (2017)+57.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$9,200,168.00+1h 46m"
"216","The Piano       (1993)+74.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$40,185,556.00+2h 1m"
"217","Cube 2: Hypercube       (2002)+55.0+Thriller, Science Fiction, Mystery+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,563,603.00+1h 34m"
"218","Brazil       (1985)+77.0+Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue-+2h 23m"
"219","The Blackout       (2019)+64.0+Thriller, Science Fiction, Action+OriginalTitleАванпостStatusReleasedOriginalLanguageRussianBudget-Revenue$2,746,207.00+2h 7m"
"220","Gamer       (2009)+57.0+Action, Thriller, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$40,828,540.00+1h 35m"
"221","Videodrome       (1983)+73.0+Horror, Mystery, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$5,952,000.00Revenue$2,120,439.00+1h 28m"
"222","I Still See You       (2018)+67.0+Thriller, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
"223","The Nice Guys       (2016)+71.0+Comedy, Crime, Action+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$62,788,218.00+1h 56m"
"224","The Red Sea Diving Resort       (2019)+69.0+Drama, Thriller, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 10m"
"225","Gold       (2016)+66.0+Adventure, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$14,880,939.00+2h 1m"
"226","Just Wright       (2010)+63.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$21,520,719.00+1h 40m"
"227","Riders of Justice       (2020)+73.0+Action, Comedy, Drama+OriginalTitleRetfærdighedensryttereStatusReleasedOriginalLanguageDanishBudget$5,300,000.00Revenue$679,505.00+1h 56m"
"228","The Beach       (2000)+65.0+Drama, Adventure, Romance, Thriller+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$144,056,873.00+1h 59m"
"229","The Royal Tenenbaums       (2001)+75.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$21,000,000.00Revenue$71,441,250.00+1h 50m"
"230","My Spy       (2020)+69.0+Family, Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$4,418,501.00+1h 39m"
"231","Barbarella       (1968)+60.0+Science Fiction, Adventure+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$2,500,000.00+1h 38m"
"232","The Peanut Butter Falcon       (2019)+74.0+Adventure, Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 37m"
"233","Apollo 11       (2019)+79.0+Documentary, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"234","Coma       (2019)+63.0+Science Fiction+OriginalTitleКомаStatusReleasedOriginalLanguageRussianBudget$4,000,000.00Revenue$2,363,584.00+1h 51m"
"235","Red Heat       (1988)+61.0+Action, Crime+StatusReleasedOriginalLanguageEnglishBudget$29,000,000.00Revenue$34,994,648.00+1h 44m"
"236","Then Came You       (2019)+75.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 37m"
"237","Capernaum       (2018)+82.0+Drama+OriginalTitleکفرناحومStatusReleasedOriginalLanguageArabicBudget$4,000,000.00Revenue$64,978,931.00+2h 6m"
"238","The Turning       (2020)+60.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$14,000,000.00Revenue$18,472,775.00+1h 34m"
"239","I'm Thinking of Ending Things       (2020)+66.0+Drama, Mystery, Thriller, Fantasy+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 15m"
"240","Airplane Mode       (2020)+63.0+Comedy, Drama, Romance+OriginalTitleModoAviãoStatusReleasedOriginalLanguagePortugueseBudget-Revenue-+1h 36m"
"241","Mercury Rising       (1998)+62.0+Action, Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$93,107,289.00+1h 51m"
"242","The 12th Man       (2017)+73.0+War, Drama+OriginalTitleDen12.mannStatusReleasedOriginalLanguageNorwegianBudget$7,806,306.00Revenue$9,567,121.00+2h 16m"
"243","Burying the Ex       (2014)+55.0+Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 29m"
"244","An Officer and a Spy       (2019)+71.0+History, Drama, Thriller+OriginalTitleJ’accuseStatusReleasedOriginalLanguageFrenchBudget$25,300,000.00Revenue$18,878,646.00+2h 12m"
"245","Awakenings       (1990)+78.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$52,096,475.00+2h"
"246","Little Miss Sunshine       (2006)+77.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$8,000,000.00Revenue$100,523,181.00+1h 42m"
"247","Joy       (2015)+65.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$101,134,059.00+2h 4m"
"248","Phantom Thread       (2017)+73.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$35,000,000.00Revenue$47,756,590.00+2h 10m"
"249","Enemy Mine       (1985)+69.0+Drama, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$12,303,411.00+1h 48m"
"250","Blue Thunder       (1983)+61.0+Drama, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$22,000,000.00Revenue$42,313,354.00+1h 50m"
"251","The Children Act       (2018)+65.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$17,696,794.00+1h 45m"
"252","Cold Skin       (2017)+62.0+Horror, Fantasy, Drama+StatusReleasedOriginalLanguageEnglishBudget$9,831,962.00Revenue-+1h 46m"
"253","Lara Croft: Tomb Raider - The Cradle of Life       (2003)+57.0+Action, Adventure, Fantasy, Thriller+StatusReleasedOriginalLanguageEnglishBudget$95,000,000.00Revenue$160,099,222.00+1h 57m"
"254","Beverly Hills Cop III       (1994)+59.0+Action, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$119,208,989.00+1h 45m"
"255","Beverly Hills Cop II       (1987)+64.0+Action, Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$299,965,036.00+1h 43m"
"256","Before We Go       (2014)+67.0+Comedy, Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget-Revenue$37,151.00+1h 29m"
"257","How to Lose a Guy in 10 Days       (2003)+67.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$177,502,387.00+1h 56m"
"258","The Hole in the Ground       (2019)+56.0+Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue$3,373,474.00+1h 30m"
"259","Lost Highway       (1997)+76.0+Drama, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$3,675,201.00+2h 14m"
"260","7 Days in Entebbe       (2018)+58.0+Thriller, Drama, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue$9,196,740.00+1h 47m"
"261","Troll Hunter       (2010)+67.0+Fantasy, Horror+OriginalTitleTrolljegerenStatusReleasedOriginalLanguageBokmål,Norwegian;NorwegianBokmålBudget$3,500,000.00Revenue$4,159,678.00+1h 43m"
"262","Fatal Attraction       (1987)+68.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$14,000,000.00Revenue$320,145,693.00+1h 59m"
"263","Devil's Due       (2014)+46.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$7,000,000.00Revenue$36,433,975.00+1h 29m"
"264","Dog Day Afternoon       (1975)+78.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$1,800,000.00Revenue$46,665,856.00+2h 5m"
"265","A Most Violent Year       (2014)+66.0+Crime, Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$12,007,070.00+2h 4m"
"266","Love & Friendship       (2016)+61.0+Drama, Romance+StatusReleasedOriginalLanguageEnglishBudget$3,000,000.00Revenue$21,401,949.00+1h 34m"
"267","School Life       (2019)+70.0+Drama, Comedy+OriginalTitleLaViescolaireStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 51m"
"268","Batman: Year One       (2011)+73.0+Action, Animation, Crime+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 4m"
"269","Blue Jasmine       (2013)+70.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$18,000,000.00Revenue$99,206,215.00+1h 39m"
"270","Black Box       (2021)+75.0+Mystery, Thriller, Drama+OriginalTitleBoîtenoireStatusReleasedOriginalLanguageFrenchBudget$10,722,240.00Revenue$9,639,918.00+2h 10m"
"271","Winchester       (2018)+59.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$3,500,000.00Revenue$44,019,588.00+1h 40m"
"272","The Glass Castle       (2017)+71.0+Drama+StatusReleasedOriginalLanguageEnglishBudget$9,000,000.00Revenue$22,088,533.00+2h 7m"
"273","Metropolis       (1927)+82.0+Drama, Science Fiction+StatusReleasedOriginalLanguageGermanBudget$1,300,000.00Revenue$650,422.00+2h 29m"
"274","The Spy Who Dumped Me       (2018)+64.0+Action, Comedy+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$33,562,069.00+1h 57m"
"275","The Two Popes       (2019)+75.0+Drama, Comedy, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue$232,638.00+2h 5m"
"276","mid90s       (2018)+75.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$258,158.00Revenue$6,897,446.00+1h 26m"
"277","I Origins       (2014)+76.0+Science Fiction, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$336,472.00+1h 46m"
"278","Ammonite       (2020)+71.0+Romance, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$1,396,905.00+1h 58m"
"279","Patch Adams       (1998)+73.0+Comedy, Drama+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$202,292,902.00+1h 55m"
"280","The Kid Who Would Be King       (2019)+61.0+Action, Adventure, Fantasy, Family+StatusReleasedOriginalLanguageEnglishBudget$59,000,000.00Revenue$32,140,970.00+2h"
"281","The Astronaut's Wife       (1999)+56.0+Drama, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$19,598,588.00+1h 49m"
"282","The Siege       (1998)+63.0+Drama, Action, Thriller, Crime+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$116,672,912.00+1h 56m"
"283","Balloon       (2018)+75.0+Drama, History, Thriller+OriginalTitleBallonStatusReleasedOriginalLanguageGermanBudget-Revenue$11,859,396.00+2h 5m"
"284","Broken Arrow       (1996)+60.0+Action+StatusReleasedOriginalLanguageEnglishBudget$50,000,000.00Revenue$150,270,147.00+1h 48m"
"285","Creep 2       (2017)+63.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 20m"
"286","The Great Dictator       (1940)+84.0+Comedy, War+StatusReleasedOriginalLanguageEnglishBudget$2,000,000.00Revenue$11,000,000.00+2h 5m"
"287","Walk the Line       (2005)+75.0+Drama, Music, Romance+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$186,797,986.00+2h 16m"
"288","The Stepfather       (2009)+58.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$31,198,531.00+1h 41m"
"289","Burning       (2018)+74.0+Mystery, Drama, Thriller+OriginalTitle버닝StatusReleasedOriginalLanguageKoreanBudget$7,280,000.00Revenue$6,591,038.00+2h 28m"
"290","Radius       (2017)+66.0+Fantasy, Science Fiction, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 33m"
"291","Starsky & Hutch       (2004)+58.0+Comedy, Crime+StatusReleasedOriginalLanguageEnglishBudget$60,000,000.00Revenue$170,268,750.00+1h 41m"
"292","Raw Deal       (1986)+58.0+Action, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$8,500,000.00Revenue$16,209,459.00+1h 46m"
"293","Archive       (2020)+63.0+Science Fiction, Drama, Fantasy, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 49m"
"294","The Fifth Estate       (2013)+60.0+Drama, Thriller+StatusReleasedOriginalLanguageEnglishBudget$28,000,000.00Revenue$8,555,008.00+2h 8m"
"295","The Edge       (1997)+68.0+Action, Adventure, Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$43,312,294.00+1h 57m"
"296","Sahara       (2005)+58.0+Action, Adventure, Comedy, Drama, Mystery+StatusReleasedOriginalLanguageEnglishBudget$130,000,000.00Revenue$119,269,486.00+2h 4m"
"297","Runaway Bride       (1999)+61.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$70,000,000.00Revenue$309,457,509.00+1h 56m"
"298","The Salesman       (2016)+73.0+Drama, Thriller+OriginalTitleفروشندهStatusReleasedOriginalLanguagePersianBudget-Revenue$6,953,604.00+2h 5m"
"299","Unlocked       (2017)+62.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 38m"
"300","Eagle Eye       (2008)+64.0+Mystery, Thriller, Action+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$178,800,000.00+1h 58m"
