"","x"
"169","Friends: The Reunion       (2021)+80.0+Documentary+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 44m"
"170","Se7en       (1995)+84.0+Crime, Mystery, Thriller+StatusReleasedOriginalLanguageEnglishBudget$33,000,000.00Revenue$327,311,859.00+2h 7m"
"171","Batman Returns       (1992)+69.0+Action, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$80,000,000.00Revenue$280,000,000.00+2h 6m"
"172","Love and Monsters       (2020)+74.0+Comedy, Action, Adventure, Fantasy+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$1,070,714.00+1h 49m"
"173","Stillwater       (2021)+68.0+Drama, Crime, Thriller+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$19,672,073.00+2h 19m"
"174","It Boy       (2013)+63.0+Comedy+OriginalTitle20ansd'écartStatusReleasedOriginalLanguageFrenchBudget-Revenue-+1h 32m"
"175","Space Pirate Captain Harlock       (2013)+66.0+Animation, Science Fiction+OriginalTitleキャプテンハーロックStatusReleasedOriginalLanguageJapaneseBudget$30,000,000.00Revenue$18,010,317.00+1h 55m"
"176","Halloween       (2018)+65.0+Horror, Thriller+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$253,688,035.00+1h 46m"
"177","Licorice Pizza       (2021)+71.0+Drama, Comedy+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$27,423,319.00+2h 13m"
"178","The Rental       (2020)+56.0+Horror+StatusReleasedOriginalLanguageEnglishBudget-Revenue$4,296,804.00+1h 28m"
"179","The Invisible Guest       (2017)+81.0+Drama, Mystery, Thriller+OriginalTitleContratiempoStatusReleasedOriginalLanguageSpanish;CastilianBudget$4,000,000.00Revenue$30,000,000.00+1h 47m"
"180","Princess Mononoke       (1997)+83.0+Adventure, Fantasy, Animation+OriginalTitleもののけ姫StatusReleasedOriginalLanguageJapaneseBudget$26,500,000.00Revenue$159,414,369.00+2h 14m"
"181","Sherlock Holmes       (2009)+72.0+Action, Adventure, Crime, Mystery+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$524,028,679.00+2h 9m"
"182","Aliens vs Predator: Requiem       (2007)+51.0+Fantasy, Action, Science Fiction, Thriller, Horror+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$130,290,885.00+1h 34m"
"183","The Lost Daughter       (2021)+66.0+Drama+StatusReleasedOriginalLanguageEnglishBudget-Revenue$14,521.00+2h 2m"
"184","Greenland       (2020)+72.0+Action, Thriller, Drama+StatusReleasedOriginalLanguageEnglishBudget$34,000,000.00Revenue$52,300,000.00+2h"
"185","Munich: The Edge of War       (2022)+69.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+2h 9m"
"186","Tears of the Sun       (2003)+68.0+War, Action, Drama+StatusReleasedOriginalLanguageEnglishBudget$75,000,000.00Revenue$86,468,162.00+2h 1m"
"187","Norbit       (2007)+56.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget$10,000,000.00Revenue$159,313,561.00+1h 42m"
"188","Lilo & Stitch 2: Stitch Has a Glitch       (2005)+66.0+Animation, Family, Comedy, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 8m"
"189","The Boy Who Harnessed the Wind       (2019)+79.0+Drama, History, Family+StatusReleasedOriginalLanguageEnglishBudget-Revenue-+1h 53m"
"190","The Watch       (2012)+55.0+Comedy, Action, Science Fiction+StatusReleasedOriginalLanguageEnglishBudget$68,000,000.00Revenue$68,267,862.00+1h 42m"
"191","Piranha 3D       (2010)+54.0+Comedy, Horror+StatusReleasedOriginalLanguageEnglishBudget$24,000,000.00Revenue$83,188,165.00+1h 28m"
"192","The Hustle       (2019)+63.0+Comedy+StatusReleasedOriginalLanguageEnglishBudget-Revenue$32,677,774.00+1h 34m"
"193","Cast Away       (2000)+77.0+Adventure, Drama+StatusReleasedOriginalLanguageEnglishBudget$90,000,000.00Revenue$429,632,142.00+2h 23m"
"194","Casino Royale       (2006)+75.0+Adventure, Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$150,000,000.00Revenue$599,045,960.00+2h 24m"
"195","Full Metal Jacket       (1987)+81.0+Drama, War+StatusReleasedOriginalLanguageEnglishBudget$30,000,000.00Revenue$46,357,676.00+1h 57m"
"196","The Evil Dead       (1981)+73.0+Horror+StatusReleasedOriginalLanguageEnglishBudget$350,000.00Revenue$29,400,000.00+1h 25m"
"197","What Men Want       (2019)+62.0+Comedy, Romance+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$69,766,483.00+1h 57m"
"198","Hunter Killer       (2018)+68.0+Action, Thriller+StatusReleasedOriginalLanguageEnglishBudget$40,000,000.00Revenue$31,672,678.00+2h 1m"
"199","Us       (2019)+70.0+Horror, Thriller, Mystery+StatusReleasedOriginalLanguageEnglishBudget$20,000,000.00Revenue$255,105,930.00+1h 56m"
"200","The Founder       (2016)+71.0+Drama, History+StatusReleasedOriginalLanguageEnglishBudget$15,000,000.00Revenue$24,121,245.00+1h 55m"
